wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,3,0,9,16,1,1,9,2,2.0,113,0.0,0,0.93333333299999999,0.58333333300000001,0,0,55.5,9,4.5,0
4,3,0,1,8,4,1,0,4,1.0,82,0.0,0,0.85714285700000004,0.34999999999999998,2,2,18.5,1,0.75,0
18,1,0,16,55,0,11,8,13,0.64705882400000003,687,1.0,0,0.0,0.42647058799999998,0,0,36.888888889999997,12,2.5,1
6,6,0,4,36,1,1,4,1,0.88749999999999996,464,0.6875,0,0.99258160200000001,0.5,3,5,73.666666669999998,7,2.1667000000000001,0
4,1,0,26,29,6,25,1,3,2.0,213,0.0,0,0.0,0.29166666699999999,0,0,52.25,15,4.75,0
5,2,2,22,6,10,17,5,5,2.0,26,0.0,0,0.63636363600000001,0.90000000000000002,0,0,4.2000000000000002,1,0.80000000000000004,0
5,1,1,14,13,10,4,10,5,1.0,34,1.0,1,0.0,0.29230769200000001,0,0,5.5999999999999996,1,0.80000000000000004,0
51,4,0,22,125,1041,10,17,41,0.948333333,1243,0.83333333300000001,6,0.92816091999999994,0.10049019599999999,3,20,22.666666670000001,30,2.1568999999999998,0
2,2,0,11,11,1,5,6,1,2.0,53,0.0,0,0.94444444400000005,0.625,0,0,25.5,1,0.5,0
89,2,0,141,269,3550,119,43,66,0.96122994700000008,2699,0.58823529399999996,2,0.57073170699999998,0.103620474,1,10,28.943820219999999,35,3.2134999999999998,0
2,2,0,7,7,1,1,6,1,2.0,32,0.0,0,0.94444444400000005,0.625,1,1,15.0,1,0.5,0
4,1,0,2,15,0,1,1,3,0.33333333300000001,54,1.0,0,0.0,0.75,0,0,12.25,4,1.5,0
9,1,3,16,14,28,16,2,8,0.91666666699999999,50,0.33333333300000001,1,0.0,0.29629629600000001,1,1,4.2222222220000001,3,1.1111,0
11,4,0,0,26,55,0,0,11,1.1000000000000001,173,1.0,0,0.88607594900000008,0.25757575799999999,1,1,14.636363640000001,4,1.4544999999999999,0
7,1,0,8,15,1,4,4,7,0.41666666700000005,62,1.0,0,0.0,0.52380952400000003,0,0,7.5714285710000002,3,1.2857000000000001,0
8,1,0,6,8,28,6,0,8,2.0,8,0.0,0,0.0,0.32500000000000001,0,0,0.0,1,1.0,0
4,1,0,4,9,0,4,0,3,0.55555555600000006,49,1.0,0,0.0,0.55555555600000006,0,0,10.5,2,0.75,0
9,2,4,16,56,24,6,11,3,1.0625,601,0.29999999999999999,3,0.428571429,0.174603175,0,0,63.555555560000002,1,0.88890000000000002,0
18,2,0,6,36,153,1,5,18,1.0588235290000001,84,0.0,0,0.5,0.26851851900000001,1,5,3.611111111,1,0.94440000000000002,0
3,1,0,7,3,3,5,3,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
22,1,0,34,114,219,1,33,6,0.962406015,2003,0.0,5,0.0,0.159090909,0,0,89.181818179999993,18,5.4545000000000003,0
5,1,0,7,5,10,7,1,5,2.0,5,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,3,12,0,1,2,4,0.0,37,1.0,0,0.0,0.5,0,0,8.0,1,0.75,0
4,2,0,4,6,2,1,3,4,0.66666666699999999,26,1.0,0,0.5,0.4375,0,0,5.0,1,0.75,0
8,1,0,16,17,22,16,0,4,1.0,160,0.0,0,0.0,0.5,0,0,18.5,8,2.125,0
1,1,0,12,2,0,10,2,1,2.0,16,0.0,1,0.0,1.0,0,0,12.0,0,0.0,0
5,1,1,3,6,10,1,2,5,2.0,12,0.0,0,0.0,0.73333333299999992,0,0,1.3999999999999999,1,0.80000000000000004,0
5,2,0,4,25,2,1,3,4,0.41666666700000005,301,1.0,0,0.25,0.44,0,0,58.600000000000001,28,6.4000000000000004,0
43,1,4,52,116,805,40,23,35,0.97751322799999996,962,0.27777777800000003,0,0.0,0.21587301600000003,0,0,20.953488369999999,7,1.4883999999999999,0
2,2,0,1,4,1,0,1,1,2.0,14,0.0,0,0.80000000000000004,0.66666666699999999,1,1,6.0,1,0.5,0
3,1,0,4,4,3,4,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
4,1,0,3,22,6,2,2,2,2.0,105,0.0,0,0.0,0.66666666699999999,0,0,25.25,4,2.0,0
17,1,0,5,27,10,1,4,15,0.6796875,709,1.0,1,0.0,0.38823529400000001,0,0,40.235294119999999,17,3.5293999999999999,0
6,1,0,3,20,0,3,3,4,0.59999999999999998,120,0.66666666699999999,1,0.0,0.41666666700000005,0,0,18.5,3,1.6667000000000001,0
75,1,2,58,156,2419,46,20,49,0.91248391200000001,1888,0.66666666699999999,5,0.0,0.106821107,0,0,23.893333330000001,6,1.72,0
5,7,0,11,57,0,2,9,2,0.0,438,1.0,1,0.99506172799999992,0.44,4,10,86.400000000000006,21,8.4000000000000004,0
59,1,0,73,163,1389,60,23,47,0.80086206900000001,1844,0.25,5,0.0,0.117647059,0,0,29.915254239999999,25,1.4915,0
7,3,0,16,73,1,1,16,2,2.0,828,0.0,0,0.69999999999999996,0.23809523800000001,1,1,117.2857143,6,1.5713999999999999,0
4,3,0,10,43,4,1,10,2,2.0,405,0.0,0,0.82352941200000007,0.375,1,1,100.25,26,7.75,0
13,1,0,2,13,78,2,0,13,2.0,13,0.0,0,0.0,0.43076923100000003,0,0,0.0,1,1.0,0
14,1,0,9,63,0,4,6,1,0.26923076899999998,721,0.5,1,0.0,0.30952381000000001,0,0,50.357142860000003,19,4.1429,0
17,5,0,28,105,100,17,25,2,0.90972222200000008,590,1.0,3,0.97608370700000002,0.21568627500000001,0,0,33.176470590000001,2,1.0,0
4,1,0,7,54,4,1,7,3,1.0,318,1.0,0,0.0,0.5,0,0,77.75,9,4.5,0
25,1,1,9,60,62,6,6,19,0.72916666699999999,496,1.0,1,0.0,0.20571428600000002,0,0,18.600000000000001,6,1.9199999999999999,0
19,1,0,17,56,157,2,17,7,0.97777777799999999,401,1.0,2,0.0,0.34210526299999999,0,0,19.578947370000002,12,2.8946999999999998,0
22,1,3,24,47,231,19,9,18,1.0,322,0.0,1,0.0,0.22727272699999998,0,0,13.59090909,5,1.6818,0
33,1,4,47,67,444,41,10,31,0.92916666700000006,529,0.20000000000000001,0,0.0,0.21590909100000003,0,0,14.575757579999999,9,1.8182,0
16,1,0,167,55,58,166,2,8,0.87368421099999993,485,0.63157894700000006,1,0.0,0.16190476199999998,0,0,28.125,7,2.3125,0
4,1,0,3,5,6,1,2,3,1.0,15,0.0,1,0.0,0.53333333299999997,0,0,2.5,1,0.5,0
13,2,0,5,35,6,3,2,9,0.33333333300000001,281,1.0,0,0.571428571,0.56410256400000003,1,2,20.53846154,4,1.8462000000000001,0
3,1,0,13,4,3,12,3,2,1.0,16,0.0,2,0.0,0.66666666699999999,0,0,3.6666666669999999,1,0.66669999999999996,0
7,7,1,7,41,21,3,5,6,2.0,220,0.0,0,0.99544764799999996,0.5,2,2,30.428571430000002,1,0.42859999999999998,0
2,2,0,10,7,1,1,9,1,1.0,79,0.0,0,0.94444444400000005,0.625,1,1,38.0,1,0.5,0
1,5,0,10,10,0,1,10,1,2.0,23,0.0,0,1.0,1.0,0,0,22.0,0,0.0,0
2,1,0,3,3,0,1,2,2,0.0,12,1.0,1,0.0,0.75,0,0,4.5,1,0.5,0
2,5,0,4,24,0,2,2,0,0.33333333300000001,148,1.0,1,0.99847094800000002,0.75,0,0,71.5,4,2.0,0
5,2,0,12,35,6,1,11,1,0.625,221,0.0,0,0.80952380999999995,0.40000000000000002,1,1,42.799999999999997,1,0.80000000000000004,0
2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
8,6,0,6,31,20,3,5,1,0.76190476200000001,121,0.66666666699999999,1,0.99111111099999993,0.428571429,4,12,13.75,1,0.75,0
5,2,0,11,10,2,5,6,3,0.625,128,0.25,0,0.80952380999999995,0.44,1,1,23.800000000000001,3,1.6000000000000001,0
21,5,0,20,99,130,6,19,5,0.81666666700000001,596,1.0,3,0.97118155599999989,0.32380952399999996,2,5,26.666666670000001,10,1.7142999999999999,0
8,1,0,15,43,14,6,11,7,0.82142857099999989,378,1.0,1,0.0,0.35714285700000004,0,0,45.75,16,2.875,0
10,1,0,28,37,45,26,2,9,2.0,218,0.0,0,0.0,0.17000000000000001,0,0,20.800000000000001,9,2.5,0
12,2,0,5,72,0,1,5,11,0.56363636399999995,525,1.0,1,0.26666666699999997,0.28571428600000004,1,1,42.333333330000002,6,2.5832999999999999,0
13,2,0,1,20,30,1,1,9,0.80555555599999995,115,1.0,0,0.571428571,0.26923076899999998,0,0,7.384615385,2,1.0769,0
22,1,2,21,52,201,15,6,19,0.94761904799999996,411,0.90000000000000002,1,0.0,0.20000000000000001,0,0,17.227272729999999,6,1.9544999999999999,0
21,1,0,30,67,0,15,18,18,0.5,411,1.0,1,0.0,0.28749999999999998,0,0,18.47619048,6,1.3332999999999999,0
5,2,0,7,22,4,1,6,2,0.5,155,0.0,0,0.80952380999999995,0.36666666700000006,0,0,29.800000000000001,10,4.0,0
2,1,0,2,4,1,2,0,2,2.0,55,0.0,0,0.0,0.5,0,0,26.5,5,2.5,0
4,1,0,5,8,2,4,3,1,1.0,239,0.20000000000000001,3,0.0,0.5,0,0,56.25,6,3.25,0
3,1,0,28,3,3,28,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
8,2,0,11,55,12,4,9,4,0.77142857099999995,388,1.0,0,0.89705882400000003,0.3125,0,0,46.875,15,2.875,0
2,1,0,6,2,1,6,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,1,0,10,44,23,7,3,10,0.80555555599999995,421,1.0,1,0.0,0.257142857,0,0,40.700000000000003,13,2.8999999999999999,0
4,2,0,15,22,6,2,13,1,2.0,119,0.0,0,0.84999999999999998,0.4375,1,1,28.75,1,0.75,0
3,1,0,5,3,3,5,0,3,2.0,3,0.0,0,0.0,0.66666666699999999,0,0,0.0,1,1.0,0
17,1,0,3,82,106,0,3,13,0.5625,2224,1.0,0,0.0,0.18487395000000001,0,0,129.58823529999998,46,8.0,0
6,2,0,14,16,15,3,11,2,1.0,113,0.0,1,0.77272727299999999,0.46666666700000003,0,0,17.666666670000001,2,1.0,0
9,1,0,4,13,0,4,0,8,0.72499999999999998,104,0.20000000000000001,0,0.0,0.34999999999999998,0,0,10.0,3,0.77780000000000005,0
5,1,0,11,5,10,11,1,5,2.0,5,0.0,0,0.0,0.66666666699999999,0,0,0.0,1,1.0,0
8,1,0,12,16,12,6,6,7,0.75,88,0.5,0,0.0,0.28571428600000004,0,0,9.5,2,1.125,0
1,3,0,2,2,0,2,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
39,1,0,49,181,469,34,29,26,0.80555555599999995,2302,1.0,4,0.0,0.15064102599999998,0,0,57.564102560000002,17,3.1795,0
3,1,0,13,38,3,4,13,3,2.0,191,0.0,0,0.0,0.66666666699999999,0,0,62.666666669999998,9,3.3332999999999999,0
5,1,0,10,37,0,3,9,1,0.5,203,0.0,0,0.0,0.35999999999999999,0,0,39.200000000000003,1,0.80000000000000004,0
4,2,0,10,8,4,4,6,2,0.66666666699999999,37,0.0,0,0.84999999999999998,0.5,0,0,8.0,2,1.0,0
41,1,0,25,120,820,15,17,14,2.0,1482,0.0,0,0.0,0.14227642300000001,0,0,35.146341460000002,7,1.7073,0
2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
14,6,0,7,56,51,2,7,1,0.89068825900000004,557,1.0,0,0.98093841599999998,0.5,3,5,37.428571429999998,5,1.4286000000000001,0
8,5,0,5,33,0,4,1,8,0.571428571,419,1.0,0,0.98939393900000006,0.625,0,0,51.0,12,3.375,0
23,1,0,6,57,41,2,5,7,0.9359925790000001,1257,0.30612244899999996,10,0.0,0.222727273,0,0,51.52173913,12,3.0434999999999999,0
15,5,0,27,107,67,17,25,2,0.90714285700000008,564,0.80000000000000004,4,0.98048047999999999,0.18367346899999998,0,0,35.933333330000004,3,1.0667,0
6,1,0,6,48,0,0,6,4,0.29999999999999999,290,1.0,0,0.0,0.20000000000000001,0,0,47.0,8,3.1667000000000001,0
16,6,0,10,72,74,2,10,1,0.83333333300000001,557,1.0,6,0.97807017500000004,0.375,2,4,33.1875,8,1.9375,0
1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
351,1,0,51,443,41713,1,51,88,0.60285714299999993,12535,0.53846153799999996,8,0.0,0.126305793,0,0,34.675213679999999,18,2.8090999999999999,0
3,2,0,12,20,3,1,11,1,1.0,294,0.0,0,0.89473684200000003,0.53333333299999997,1,1,96.666666669999998,1,0.66669999999999996,0
3,7,0,2,6,3,0,2,1,2.0,16,0.0,0,0.997088792,0.66666666699999999,1,2,4.3333333329999997,1,0.66669999999999996,0
4,2,0,4,17,6,2,3,4,2.0,86,0.0,0,0.92857142900000011,0.59999999999999998,1,1,20.5,2,1.0,0
7,1,0,0,48,21,0,0,3,2.0,333,0.0,0,0.0,0.28571428600000004,0,0,46.571428570000002,3,1.2857000000000001,0
1,2,0,18,2,0,16,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
17,5,23,25,39,102,23,2,14,0.734375,507,1.0,0,0.97608370700000002,0.47058823500000002,0,0,28.58823529,3,1.2353000000000001,0
18,1,0,13,94,39,4,11,9,0.70588235300000002,707,0.875,0,0.0,0.111111111,0,0,37.833333330000002,14,2.5556000000000001,0
3,1,0,3,8,0,3,0,3,0.0,24,0.0,0,0.0,0.66666666699999999,0,0,6.6666666670000003,1,0.66669999999999996,0
3,2,0,6,16,1,1,5,3,0.5,97,1.0,0,0.66666666699999999,0.428571429,0,0,31.0,8,3.3332999999999999,0
5,2,0,4,17,0,1,4,4,0.41666666700000005,109,1.0,2,0.5,0.40000000000000002,0,0,20.199999999999999,4,1.6000000000000001,0
8,6,0,9,26,16,8,2,5,0.28571428600000004,105,1.0,0,0.9921875,0.34999999999999998,1,2,12.0,2,1.0,0
3,1,0,10,29,3,2,10,3,2.0,157,0.0,0,0.0,0.66666666699999999,0,0,51.333333330000002,10,3.6667000000000001,0
7,1,0,8,31,19,3,5,5,0.83333333300000001,159,0.0,0,0.0,0.20833333300000001,0,0,21.571428569999998,5,1.8571,0
44,1,0,49,156,632,15,39,32,0.77378435499999998,1802,1.0,4,0.0,0.10465116300000001,0,0,39.704545449999998,30,3.25,0
11,1,0,10,47,41,5,5,9,0.69999999999999996,551,0.5,0,0.0,0.13750000000000001,0,0,48.363636360000001,25,5.8182,0
6,2,0,20,46,15,2,18,1,1.114285714,427,0.0,0,0.77272727299999999,0.61904761899999994,0,0,69.0,1,0.83330000000000004,0
4,1,0,21,5,0,21,0,4,0.66666666699999999,28,1.0,0,0.0,0.5,0,0,5.25,1,0.75,0
11,6,0,11,70,47,3,10,8,0.91111111099999997,672,1.0,11,0.98527245900000004,0.27272727299999999,3,5,57.636363639999999,3,1.3635999999999999,0
10,1,0,19,38,0,15,6,8,0.222222222,191,1.0,0,0.0,0.20370370399999999,0,0,18.0,3,1.3,0
9,1,0,20,43,0,12,11,3,0.79807692299999999,466,0.0,1,0.0,0.36507936499999999,0,0,49.333333330000002,4,0.66669999999999996,0
1,2,0,5,2,0,3,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
3,2,0,4,6,0,1,3,2,0.5,32,0.5,1,0.75,0.66666666699999999,0,0,9.0,1,0.33329999999999999,0
4,1,0,1,4,6,1,1,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
34,1,1,21,70,507,14,9,20,0.86868686900000003,589,1.0,1,0.0,0.127272727,0,0,16.058823530000002,5,1.5882000000000001,0
6,1,0,2,13,0,2,0,6,0.0,75,1.0,0,0.0,0.5,0,0,11.33333333,2,1.0,0
1,2,0,3,2,0,1,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
31,5,0,79,111,273,62,23,29,0.94999999999999996,698,0.25,1,0.96794871799999993,0.18951612899999998,2,11,21.387096769999999,8,2.4516,0
1,1,0,48,1,0,48,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
23,6,0,29,73,201,21,16,7,0.87062937099999993,403,0.92307692299999999,5,0.96701649200000006,0.17391304300000002,2,3,15.956521739999999,6,1.5651999999999999,0
3,1,0,7,3,3,6,2,3,2.0,3,0.0,0,0.0,0.88888888900000007,0,0,0.0,1,1.0,0
12,1,0,10,24,26,5,5,7,0.75,182,0.0,2,0.0,0.33333333300000001,0,0,13.5,3,0.83330000000000004,0
3,2,0,11,10,3,4,7,2,2.0,81,0.0,0,0.89473684200000003,0.53333333299999997,1,1,26.0,1,0.66669999999999996,0
10,2,0,11,24,45,4,7,7,2.0,99,0.0,0,0.88749999999999996,0.32857142899999997,1,5,8.9000000000000004,2,1.1000000000000001,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.83333333300000001,0,0,0.0,1,1.0,0
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,2,0,4,6,0,4,0,3,2.0,83,0.0,0,0.84210526299999999,0.5625,1,11,19.75,3,1.25,0
7,4,1,4,25,19,2,3,4,0.33333333300000001,130,0.0,1,0.95348837200000003,0.326530612,1,3,17.428571430000002,1,0.57140000000000002,0
2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
2,1,0,4,9,1,1,3,2,2.0,57,0.0,0,0.0,0.625,0,0,27.5,7,3.5,0
4,2,0,7,21,0,2,5,3,0.0,79,1.0,0,0.69999999999999996,0.5,1,1,18.5,3,1.25,0
1,1,0,5,1,0,5,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
21,1,0,10,36,96,5,8,14,0.75416666700000001,559,1.0,8,0.0,0.20408163300000001,0,0,25.047619050000002,8,2.5714000000000001,0
4,5,0,9,23,0,6,7,2,0.5,82,1.0,1,0.99585635400000005,0.41666666700000005,0,0,19.0,2,1.0,0
2,1,0,4,4,1,0,4,2,2.0,11,0.0,0,0.0,0.75,0,0,4.5,1,0.5,0
4,2,0,12,24,6,3,9,2,2.0,190,0.0,0,0.84999999999999998,0.625,1,1,46.5,1,0.75,0
3,2,0,9,26,0,1,9,2,0.0,172,1.0,1,0.88888888900000007,1.0,1,2,56.0,7,3.3332999999999999,0
2,1,0,8,2,1,4,5,2,2.0,2,0.0,0,0.0,0.625,0,0,0.0,1,1.0,0
8,7,0,12,41,22,2,11,7,0.54285714299999999,212,1.0,3,0.99420625699999998,0.46875,1,1,24.875,8,1.5,0
6,2,0,8,15,5,7,2,5,0.86666666700000006,68,0.33333333300000001,0,0.428571429,0.40000000000000002,1,1,9.3333333329999988,1,0.66669999999999996,0
8,1,0,15,76,0,3,13,2,0.74534161499999996,930,1.0,4,0.0,0.29670329699999998,0,0,112.375,16,3.5,0
10,6,0,7,47,19,4,5,4,0.592592593,254,1.0,1,0.987860395,0.27142857100000001,2,2,23.800000000000001,4,1.3,0
10,2,0,11,38,13,4,8,9,0.69444444400000005,294,0.75,1,0.8297872340000001,0.37777777799999995,2,3,28.0,3,1.6000000000000001,0
2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
6,1,0,6,26,15,6,1,6,2.0,193,0.0,0,0.0,0.233333333,0,0,31.166666670000001,5,2.3332999999999999,0
5,1,0,2,17,4,1,1,3,0.5,133,1.0,0,0.0,0.43333333299999999,0,0,24.800000000000001,3,2.0,0
2,2,0,6,9,1,1,5,1,1.0,32,1.0,0,0.95454545499999999,0.75,0,0,14.5,2,1.0,0
16,1,2,17,39,74,4,13,7,0.84999999999999998,360,1.0,3,0.0,0.26666666699999997,0,0,21.25,3,1.0,0
70,1,0,77,187,2409,64,18,65,0.99637681200000006,2017,0.0,1,0.0,0.057367149999999999,0,0,27.699999999999999,21,3.1286,0
12,5,0,16,73,6,2,16,6,0.61818181799999994,445,1.0,4,0.98343373499999998,0.25,1,7,35.666666669999998,11,2.5,0
2,2,0,12,10,1,1,11,1,1.125,136,0.625,4,0.94444444400000005,0.625,1,1,63.0,1,0.5,0
2,1,0,27,4,1,26,1,1,1.0,72,0.0,0,0.0,1.0,0,0,24.0,0,0.0,0
1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
31,1,0,3,44,139,3,0,25,0.47058823500000002,1283,0.70588235300000002,0,0.0,0.30107526899999998,0,0,39.838709680000001,7,1.4516,0
262,4,3,81,540,19801,54,49,218,0.93564415700000003,9460,0.625,12,0.71302428299999998,0.062481580000000002,3,18,34.862595419999998,29,3.4580000000000002,0
13,3,0,17,28,52,15,2,13,0.80000000000000004,135,1.0,1,0.764705882,0.26153846199999997,0,0,9.0,5,1.6922999999999999,0
4,1,5,9,5,6,5,4,4,2.0,10,0.0,0,0.0,0.4375,0,0,1.5,1,0.75,0
10,7,0,10,69,19,4,10,3,0.74074074099999998,403,1.0,2,0.98646616499999995,0.26000000000000001,0,0,38.700000000000003,4,1.7,0
3,2,0,11,14,3,3,8,2,1.0,61,0.0,0,0.89473684200000003,0.46666666700000003,1,3,19.0,1,0.66669999999999996,0
24,1,0,1,41,198,1,0,18,0.82427536200000007,749,0.16666666699999999,9,0.0,0.14975845400000001,0,0,29.208333329999999,13,2.5832999999999999,0
4,2,0,6,12,0,2,4,4,0.0,35,1.0,0,0.5,0.5,1,1,7.5,1,0.75,0
5,6,0,6,42,0,1,6,3,0.72727272700000001,523,1.0,10,0.99405646400000003,0.5,4,6,99.200000000000003,3,1.3999999999999999,0
